phrase,level
dismissed,2
mindless,1
Stage,2
Sam,2
Mendes,2
Hanks,2
depression,2
hit-man,1
Sitting,2
row,2
Sydney,2
Darling,4
Harbour,2
tiny,2
seater,2
plane,2
carried,2
gliding,2
banking,2
hovering,2
trifle,2
deadpan,2
star,2
Jean,2
resembles,2
Sly,2
Stallone,2
hot,4
sake,2
half-sleep,2
outrageous,2
ingenious,4
talent,3
Brian,2
DePalma,2
Alfred,2
Hitchcock,2
drinking,2
twelve,2
beers,2
Strip,3
excess,2
debris,2
four-star,4
unfocused,0
unsung,2
heroes,3
20th,3
century,2
pop,2
familiar,2
rise-and-fall,2
glamour,3
moralistic,2
consequences,2
dull,0
Tufano,2
widescreen,2
Grabowsky,2
parochial,2
prescient,2
acidity,1
succumbing,2
bathos,2
Using,2
stock,2
Boy,2
injects,2
100,2
minutes,2
Eric,3
Schaeffer,2
Never,1
Again,2
strictly,2
speaking,2
qualify,2
revolutionary,3
defiantly,2
grain,2
hard-to-predict,2
absolutely,3
essential,3
down-to-earth,3
nonchalant,2
meshes,2
elegant,4
positively,3
thrilling,4
combination,2
ethnography,2
intrigue,3
betrayal,2
deceit,1
murder,1
Shakespearean,2
juicy,3
Clooney,2
Kaufman,2
collaborators,2
entitled,2
deep,2
bow,2
fashioning,2
sure-fire,2
prescription,2
critical,2
commercial,2
disaster,0
Definitely,2
variety,2
Easily,2
fictional,2
root,2
anti-Semitism,2
winner,4
Family,3
neurosis,2
negativity,0
digital,2
pitch,2
discarded,1
Beautiful,4
spread,2
Uplifting,4
possibilities,3
mankind,2
Director,2
Jacobson,2
Dahmer,1
consideration,2
murderer,1
game,2
victims,1
Salma,2
Hayek,2
stages,2
decided,2
lack,2
spontaneity,2
execution,2
dearth,2
poignancy,1
epiphanies,3
Burns,2
punchy,2
carry,2
waydowntown,2
desecrations,2
acceptable,3
forget,1
Monday,2
developed,3
Little,2
2,2
cheese,2
puff,2
macabre,1
wisely,3
unsentimental,1
dramatization,2
ascension,3
Mothman,2
Prophecies,2
illustrating,2
demons,1
bedevilling,2
masculine,2
Plays,2
dogged,1
squareness,2
darling,3
kids-and-family-oriented,4
cable,2
channel,2
hybrid,2
Alain,2
Choquart,2
barely,2
stops,2
portraying,2
turmoil,1
perpetual,2
hours,2
unspool,2
irritating,0
Mostly,2
Martha,2
trimming,2
15,2
cut,2
pleasurable,3
pain,2
credits,2
roll,2
stomach,2
grumbling,1
tasty,3
grub,2
Hardly,2
polemic,2
loathe,1
admire,3
intensity,2
express,2
convictions,2
unadulterated,2
genuine,4
visually,3
depicted,2
directorial,2
tour,2
force,2
Bernard,2
Rose,2
ivans,2
xtc,2
commitment,2
Weaver,2
LaPaglia,2
low-key,2
folk,2
digressions,2
company,2
conned,1
And,2
merrily,3
noble,3
endeavor,2
Melodrama,2
pleasant,4
pokey,1
Coppola,2
debut,2
paced,2
humdrum,1
development,2
decent,3
meaningful,3
At,2
computerized,2
Yoda,2
finally,2
reveals,2
martial,2
artistry,3
ascends,2
kinetic,2
cranky,1
adults,2
rediscover,2
quivering,2
inside,2
Wang,2
Xiaoshuai,2
structured,2
well-realized,2
warfare,2
embroils,2
harrowing,2
painful,1
equally,2
tear,2
taps,2
Hearst,2
mystique,2
entertainingly,3
reenacting,2
historic,3
scandal,1
destruction,1
unexamined,2
keeping,2
believable,3
understand,2
earth,2
stimulate,3
post,2
discussion,2
reminded,2
lesson,2
prehistoric,2
hilarity,3
fantastically,3
vital,3
invest,2
sensuality,3
sympathy,2
adolescent,2
Lawrence,2
plumbs,2
Though,2
jettisoned,2
crucial,2
surest,2
all-around,2
disingenuous,1
multiplex,2
distraction,2
Friday,2
night,2
excuse,2
experimentation,2
improvisation,2
Feathers,2
rewards,3
exoticism,2
seas,2
fierce,3
Gondry,2
heartbreak,1
wiser,4
Greene,2
bodily,2
function,2
jokes,2
expect,2
veins,2
committed,3
bullseye,2
hype,2
quieter,2
rollicking,3
plenty,2
Lau,2
plotline,2
straight,2
Cinderella,3
manage,2
spell,2
ranks,2
Herzog,2
Invincible,3
astoundingly,3
Catch,2
Me,2
masses,2
pop-induced,2
score,3
trademark,2
refreshingly,3
forthright,2
Raymond,2
J.,2
Barry,2
assassin,2
greatly,3
quality,3
Neil,2
Burger,2
fake,1
Besson,2
high-profile,3
Wasabi,2
selling,2
doubt,2
Krawczyk,2
deserves,2
credit,2
remarkably,3
unpretentious,4
reminder,2
Evans,2
concerned,2
souls,2
risk,2
schemes,2
satisfyingly,3
odd,2
dour,1
consistency,3
Methodical,2
tedious,1
Secret,2
Ballot,3
purposefully,3
reductive,2
lodging,2
brain,2
trenchant,2
wildly,2
national,2
psyche,2
standards,2
knucklehead,1
swill,1
Hot,3
Chick,2
damned,1
gloriously,3
unsubtle,1
adrenalized,3
shockers,2
Evil,2
Dead,0
Reaches,1
wholly,3
heart-wrenching,2
depths,2
values,2
awkwardness,2
generous,3
composed,2
edited,2
insistent,2
frequently,2
overwrought,1
crudely,1
literal,3
shatters,2
waves,2
extraordinarily,4
Yakusho,2
long-faced,2
sad,1
sack,2
Shimizu,2
Young,2
Fisk,2
vaguely,2
resemble,2
parents,2
captivatingly,3
beat-the-clock,2
sparkles,4
wisdom,3
Jaglom,2
sparkling,3
repartee,2
hearing,2
Patient,2
Unbearable,1
Lightness,2
Hours,2
reputedly,2
unfilmable,1
novels,2
bucked,2
odds,2
emerge,2
exquisite,4
straight-up,2
old-school,2
chilling,3
crimes,0
France,2
women,2
servants,2
1933,2
wind,3
remembering,2
revulsion,0
string,3
1960s,2
flabbergasting,2
14-year-old,2
MacNaughton,2
6-year-old,2
Drew,2
Barrymore,2
10-year-old,2
convince,2
existence,2
wizened,3
visitor,2
faraway,2
planet,2
Helps,2
remind,2
World,2
HIV\/AIDS,1
yesterday,2
heartening,3
enduring,3
vistas,2
brought,2
backhanded,2
compliment,3
victimized,1
admirable,4
Charlotte,2
Sometimes,2
unexplainable,1
filter,2
stimulus,2
optic,2
nerves,2
forgivable,2
totalitarian,1
tomorrow,2
Defies,2
logic,2
laws,2
physics,2
willingness,2
darned,2
riveted,4
father,2
returns,2
decades,2
Writer,2
Otar,2
Iosseliani,3
factory,2
worker,2
escapes,2
holiday,2
Venice,2
respite,2
grind,2
refresh,3
NOT,1
retread,2
Poets,2
Society,2
Sweet,3
cold-blooded,2
Keenly,3
observed,2
Swimming,2
promenade,2
clad,2
bodies,2
Myrtle,2
Beach,2
S.C.,2
adrenaline,2
jolt,2
sudden,2
lunch,2
rush,1
diner,2
sustains,3
Davis,3
vivid,3
pulls,2
Ally,3
McBeal-style,2
knowing,2
earnestness,3
skill,2
twists,2
Cynics,2
apply,2
Funny,3
somber,2
absurd,1
achingly,2
Bartleby,2
copy,2
inferior,0
must-own,2
Succeeds,3
silver,2
delayed,2
Martin,2
Scorcese,2
Gangs,2
GoodFellas,2
creature-feature,2
toxic,1
chemicals,2
bunch,2
exotic,2
creatures,2
running,2
screaming,2
traces,2
Brown,2
athletic,2
exploits,2
impossible,0
awed,3
grace,3
sportsmen,2
solidly,3
comedy\/drama,2
bolster,2
Juan,2
Jos茅,2
Campanella,2
United,2
States,2
Thanks,2
pair,2
woods,2
Beautifully,4
scored,2
powered,2
endeavour,2
stylized,2
fillm,2
city,2
religious,2
civic,2
virtues,2
hold,2
society,2
tatters,2
Informative,3
observant,2
discussed,2
abstract,2
terms,2
impact,2
unfolds,2
Vietnamese,2
searing,2
pull,2
girls,2
confusion,2
tragically,1
comprehend,2
chasm,2
knowledge,2
vehicle,2
allowing,2
move,2
bumbling,1
tongue-tied,2
persona,2
Gaunt,1
silver-haired,2
leonine,2
Harris,2
dimension,2
full-bodied,4
cunning,3
aging,2
Sandeman,2
appears,2
definition,2
police,2
shooting,1
fervid,3
three-hour,2
Eyre,2
Indian,2
Spike,2
Lee,2
Warm,3
loving,2
unforgivingly,1
inconsistent,1
depiction,2
relaxed,2
loved,4
grim,2
upsetting,1
1.2,2
Palestinians,2
crowded,2
cities,2
refugee,2
camps,2
Gaza,2
Clint,2
Eastwood,2
Blood,2
Work,2
well-made,4
PB,2
J,2
sandwich,2
uneventful,1
boasting,2
surprises,3
inviting,3
surely,2
profane,1
politically,2
charged,3
sprightly,3
CGI,2
amuse,2
resolutely,2
unreligious,1
escort,2
megaplex,2
screenings,2
Rarely,2
Go,2
strategy,2
benefit,3
demonstrating,2
reside,2
Quitting,2
sucker-punch,2
beause,2
cuddly,3
Shower,2
non-threatening,2
multi-character,2
centered,2
public,2
bath,2
house,2
averting,2
Solondz,2
unthinkable,2
unacceptable,1
unmentionable,1
Hour,2
Photo,2
disappointing,0
generalities,2
nuances,3
escape,3
Mark,2
Romanek,2
self-conscious,2
scrutiny,1
audiences,2
Cuban,2
treated,2
celebration,3
rounded,2
overview,2
ancient,2
holistic,2
healing,3
system,2
lucks,3
Chaplin,2
Kidman,3
anteing,2
charisma,3
sell,2
negotiate,2
Chicago-based,2
rock,2
Sharp,3
edges,2
vein,3
sadness,2
lots,2
packed,2
ESPN,3
Ultimate,2
X.,2
gates,3
extremely,2
wanes,1
middle,2
Ya-Ya,2
books,2
Translating,2
task,2
essence,2
credible,3
Harry,2
Tonto,2
existed,2
Steers,2
unexpectedly,2
adamant,2
streak,2
warm-blooded,2
empathy,3
Manhattan,2
denizens,2
\*\*,2
holes,2
Storytelling,3
denied,2
thirst,3
controversy,1
sketchy,1
immature,2
provocations,2
cheapening,1
Once,2
spiral,2
bears,2
junkie,1
warmth,4
ignite,3
fairness,2
report,2
varying,2
coughed,2
fidgeted,2
romped,2
aisles,2
bathroom,2
breaks,2
gory,2
torture,1
self-mutilation,2
pitted,2
shimmering,2
ethereal,3
Asian,2
painting,2
Efficient,3
suitably,2
anonymous,2
chiller,2
Gorgeous,4
masterful,4
sickly,1
gender,2
normative,2
acrid,1
gourmet,3
topics,2
relegated,1
background,2
step,2
forward,2
Sally,2
Jesse,2
Raphael,2
Philadelphia,2
abandon,2
scripts,2
Olympia,2
Wash.,2
Marcken,2
Marilyn,2
Freeman,2
weighty,2
colorfully,3
wrapped,2
idiosyncratic,2
kitschy,2
Executed,2
sincerity,3
appreciation,3
daily,2
hardhearted,2
Scrooge,2
fail,1
treatment,2
sturm,2
drang,2
Chris,3
Fuhrman,2
posthumously,2
published,2
Claude,3
Chabrol,2
innuendo,1
deftly,2
smartly,3
played,2
stones,2
shameful,1
scary,2
debated,2
ferocity,2
thoughtfulness,3
thought-provoking,3
Western,2
intentioned,2
wreak,1
havoc,1
cultures,2
Asks,2
discerned,2
non-firsthand,2
questions,2
capability,2
recording,3
secret,2
eventual,2
adventure,3
thrill,3
disquieting,1
Darkly,2
passionate,3
tumultuous,2
affair,1
Musset,2
Sand,2
train,2
wreck,1
Metropolis,2
subtitles,2
redemption,3
Blanchett,2
Ribisi,2
compellingly,3
tap,2
spiritual,3
aspect,2
wry,2
mayhem,2
callow,1
fatherhood,2
rap,2
answers,2
Fessenden,2
ownership,2
redefinition,2
myth,2
domestic,2
unit,2
finding,2
maggots,2
crawling,2
dead,1
dog,3
Stanley,2
Kwan,2
gay,2
stripe,2
concert,2
footage,2
stirring,3
sessions,2
blow,2
pick,2
admirers,3
Norton,2
Mermaid,2
Aladdin,2
trouble,2
Veggies,2
creaky,2
staircase,2
gothic,2
Enjoyably,3
dumb,1
intermittently,2
sends,2
spent,2
Light-years,2
ahead,2
blockbusters,3
Pearl,2
Harbor,2
artistically,3
eventful,3
guru,2
helped,3
launch,3
Isabelle,2
excels,3
enigmatic,2
Mika,2
Anna,2
Mouglalis,2
stunning,4
mysteries,2
Nelson,2
Eddy,2
crooned,2
Love,4
Jeanette,2
MacDonald,2
unabashedly,2
Canadian,2
scorn,2
disinterest,0
anachronistic,2
bleak,1
Maguire,2
Brings,2
spectacular,3
completion,2
artworks,2
decade,2
sexual,2
jealousy,1
resentment,1
pretence,2
bombshell,3
Americans,3
ultimate,3
blame,2
required,2
civics,2
classes,2
would-be,2
travails,2
extraordinary,4
polished,4
vastly,2
Washington,2
demands,2
receives,2
newcomer,2
Derek,2
Luke,2
broken,2
texture,2
chimps,2
Goodall,2
minded,2
patience,3
often-cute,3
fill,2
judicious,2
editing,2
strongest,3
Brothers,2
McMullen,2
Serry,2
essentially,2
contained,2
historical,2
context,2
Quaid,2
anchors,2
effortless,4
grin,3
ballplayer,2
OK,2
sitcom,2
apparatus,2
humanly,3
Guys,2
female,2
salute,2
adapted,2
Elfriede,2
Jelinek,2
graphic,2
shocking,2
difficult,1
sobering,2
heart-felt,3
Runs,2
adrenalin,3
rusted-out,1
ruin,1
collapse,1
final,2
restored,2
belittle,2
shorter,2
Phillip,2
Noyce,2
Christopher,2
Doyle,2
delicate,3
forcefulness,2
prose,2
sublimely,2
lofty,3
savour,2
Binoche,2
huskies,2
border,2
collie,2
genial,3
Whatever,2
complaints,2
earnest,2
errors,0
hard-won,3
self-glorification,2
feel-good,3
fiascos,1
Emperor,2
Club,2
Mastering,2
formidable,3
arithmetic,2
cameras,2
Group,2
articulates,3
flood,2
emotion,2
kid-pleasing,2
tolerable-to-adults,1
lark,2
climactic,3
hourlong,2
cricket,2
match,2
boredom,0
Combine,2
claustrophobia,2
submarine,2
spookiness,2
supernatural,2
sooner,2
Kubrick,2
Soderbergh,2
Nothing,2
detract,2
favorite,4
friends,3
thick,2
shortness,2
disappoints,0
Unlike,1
anime,2
ardent,2
Japan,2
introverted,2
fetishes,2
hopelessly,2
juvenile,1
Am,2
Trying,2
Break,1
Your,2
Heart,3
attraction,4
desperately,1
UK,2
Jack,2
Carter,2
Newcastle,2
Gangster,2
No.,1
drips,2
blood,1
England,2
wander,2
clouds,2
denial,2
chords,2
Bai,2
brothers,2
slice,2
process,2
Flamboyant,3
artfully,4
restrained,2
65-year-old,2
Nicholson,2
12th,2
Oscar,3
nomination,2
proving,2
choosing,2
roles,2
precision,3
insurance,3
actuary,2
direct,2
connection,2
spans,2
convoluted,0
amazing,4
super-sized,2
dosage,2
goofball,2
stunts,2
Jackass,2
agendas,2
Everlyn,2
Sampi,2
courageous,3
Molly,2
Craig,2
radiates,2
star-power,2
Surprisingly,2
Apart,2
considerable,3
confirms,2
Tezuka,2
status,3
anim茅,2
defining,3
conscience,2
narrated,2
talking,2
Morvern,2
Callar,2
Lynne,2
Ramsay,2
Well-done,3
keen,3
insights,2
parapsychological,3
phenomena,2
grieving,2
plethora,2
diatribes,2
delivered,2
households,2
forefront,3
Sixth,2
Generation,2
makers,2
embraces,2
Wiseman,2
patient,2
uncompromising,3
observe,2
torn,2
abuse,1
happily-ever,2
spangle,2
Dover,2
Kosashvili,2
outstanding,4
damaged,1
families,2
offer,2
consolation,2
Arguably,2
Fat,1
Liar,1
Invigorating,2
surreal,2
rainbow,2
Alfonso,2
Cuaron,2
rapid,2
omniscient,2
voice-over,2
narrator,2
Wave,2
Pray,2
sisterhood,2
Maintains,2
one-room,2
humorous,3
illuminating,3
politics,1
mobility,2
gang-infested,1
East-vs,2
West,2
Coast,2
wars,1
mob,1
fascinate,3
Thurman,3
considered,2
career-best,4
Berry,2
saucy,3
kick,2
Die,1
Another,2
Day,2
Bonds,2
showy,1
Hannibal,2
Caviezel,2
embodies,2
transformation,2
completely,2
self-destructive,2
exploratory,2
medical,2
procedure,2
autopsy,2
upping,2
drooling,2
Idemoto,2
B茅art,2
Berling,2
magnificent,4
Pauline,2
Paulette,2
van,2
Groen,2
Belgium,2
treasure,3
created,2
swept,2
Muccino,2
exploring,2
horribly,0
sympathetic,2
buy,2
findings,2
acquires,2
pale,1
continues,2
situations,2
lesser,2
cover,2
Ozpetek,2
emigre,2
explore,2
same-sex,2
elude,2
nationally,2
settled,2
eerily,3
suspenseful,3
treatise,2
spirituality,2
recommend,3
Nicole,2
party,2
attending,2
fluid,3
no-nonsense,2
authority,2
Phifer,2
Cam,2
seal,2
Komediant,2
catching,2
writing,2
simplicity,2
Way,2
Home,3
equals,2
Aesop,2
rez,2
picnic,3
marry,2
science,2
inquiry,2
type,2
realistic,2
urgent,2
sugarcoated,2
Exudes,2
fizz,2
Busby,2
Berkeley,2
musical,2
extravaganza,3
cheesy,1
Palma,2
pulpy,1
thrillers,2
'80s,2
Iranian-American,2
1979,2
veteran,3
cutter,2
Barbershop,2
tuned,2
baffled,2
minimal,2
Woolf,2
Clarissa,2
Dalloway,2
Angela,2
Gheorghiu,2
donna,3
Floria,2
Tosca,2
Roberto,2
Alagna,2
lover,2
Mario,2
Cavaradossi,2
Ruggero,2
villainous,1
lecherous,1
Scarpia,2
reach,2
grasp,2
Scorsese,2
bold,3
ensure,2
lethargic,1
hindered,1
central,2
peppered,2
populated,2
mesmerizing,4
realize,2
blown,1
choreographed,3
kitchen,2
ballet,2
underlying,2
sexism,2
Morning,2
undercuts,1
Transcends,3
agenda,2
deliver,3
awe-inspiring,4
sublime,3
athletes,2
derring-do,3
X,2
games,2
Think,2
Gidget,2
muscles,2
smarts,2
endearing,3
solace,2
Giggling,3
absurdities,1
inconsistencies,1
fight,2
desperation,1
Drug,2
Insomnia,1
conventional,2
Nolan,2
penetrating,3
undercurrent,2
cerebral,3
cinemantic,2
stimulating,3
Efteriades,2
neighborhood,3
scenery,2
vibe,2
equivalent,2
tender,2
hug,2
handled,2
darkness,1
etched,2
Amazing,4
college,3
vulgarity,1
cussing,1
swear,2
wet,2
creeping,1
raunchy,2
follow-up,2
stand-up,2
astronaut,2
breathtakingly,4
Catherine,2
Napoli,2
Melville,2
supporting,3
quick-witted,3
Lit,2
sassy,3
exceptionally,3
stretches,2
awe,2
choices,2
gift,2
loves,3
floppy,1
hair,2
self-deprecating,1
stammers,2
glitz,3
humane,3
infectiously,3
enthusiastic,3
timeless,4
heated,2
passions,2
forgiveness,2
culture-clash,2
discomfort,1
embarrassment,2
Europe,2
Shattering,2
maladjusted,2
teens,2
narcotized,1
Extraordinary,4
Josh,2
Koury,2
adds,2
neo-fascism,1
intrigued,3
'70s,2
Douglas,2
McGrath,1
Nicholas,2
Nickleby,2
Dickens,2
cinematically,2
lovely,3
eerie,2
rapt,2
recessive,2
charms,3
co-stars,3
Donovan,2
Mary-Louise,2
problematic,1
whipping,1
dirty,2
punching,2
unprepared,2
wispy,2
inoffensive,1
stepmom,2
Able,2
Israel,2
on-screen,2
Jewish,2
WW,2
doc,2
out-shock,2
out-outrage,1
out-depress,2
Who,2
intelligence,3
Gently,3
haul,2
Finch,2
Saturday,2
Kinnear,2
career-defining,4
revelation,3
reassuring,2
sung,2
carol,2
including,2
assumption,2
crazy,2
childlike,2
inherently,3
tune,2
taught,2
Piano,2
Teacher,2
sexiness,3
underlines,2
dullest,1
tangents,2
captivated,4
moods,2
subtly,2
transformed,2
Anderson,2
inclination,2
sincere,3
artful,3
Adam,2
Sandler,3
substitute,2
Friel,2
strings,2
sink,2
melancholia,2
reaction,3
gut,2
adage,2
unknowable,1
interpretation,2
gritty,3
radiant,3
compassion,2
effortlessly,3
After,2
players,2
still-inestimable,2
U.S.,2
Schnitzler,2
stylist,2
basically,2
greatest-hits,3
reel,2
subscription,2
Magazine,2
Rich,3
shadowy,1
samurai,2
sword,2
Jiang,2
Wen,2
Devils,2
Doorstep,2
wartime,1
farce,1
alternately,2
gut-wrenching,3
Joseph,2
Heller,2
Kurt,2
Vonnegut,3
Offers,2
chronicle,2
represented,2
observations,2
long-lived,2
friendships,2
lose,1
track,2
caffeinated,2
logical,3
loopholes,2
Lohman,2
adapts,3
actress,2
break,2
wall,3
erects,2
drug,2
County,2
funnier,3
connect,2
neat,3
introduces,3
illuminate,3
bright,3
flight,2
revisionist,3
fancy,3
shape,2
well-executed,4
television,2
Affirms,3
gifts,2
starting,3
on-camera,2
revels,2
smile,4
grumble,1
Makes,3
abundantly,2
exist,2
precedent,2
Yiddish,2
jolly,3
fun-for-fun,3
Deepa,2
Mehta,2
accessible,3
Bollywood,2
shedding,2
musicians,2
unnoticed,1
underappreciated,2
gluing,2
seat,3
Changing,2
Lanes,2
Pan,2
Nalin,3
exposition,2
mysterious,3
interviews,2
practitioners,2
practice,2
fit,3
incredible,3
T.,2
crafty,3
fourteen-year,2
Ferris,2
Bueller,2
journalism,2
78,2
zings,2
vibrance,3
strangely,1
coldest,2
environment,2
crumb,2
comfort,3
10-course,2
banquet,2
tired,1
pulse,1
disappears,2
crosses,2
finish,2
winded,2
stripped-down,2
constructs,3
austere,2
equal,2
Dogtown,2
Z-Boys,2
exposes,2
skateboarding,2
boom,2
punk,2
revolution,2
awake,2
tense,2
Could,2
eye-popping,4
Danny,2
astounding,3
gradually,2
beneath,2
spellbinding,4
serpent,2
smirk,1
These,2
cohesive,3
thematically,3
exciting,4
well-contructed,3
black,2
careful,2
workout,2
reaffirms,2
drag,1
two-thirds,2
aspects,2
start,2
overtake,2
Jerry,2
Springer,2
skip,1
Sy,2
open-faced,3
smiling,3
madmen,2
slightest,2
difficulty,1
accepting,2
role,2
Twist,2
Ouzo,2
Greek,2
whirlwind,3
non-stop,2
feast,3
cringe,0
Thought-provoking,3
stylish,3
hermetic,2
energized,3
Volletta,2
Wallace,2
maternal,2
fury,2
crackles,3
unbelievable,3
meandering,1
'60s,2
riveting,4
brisk,3
delight,4
capture,2
chaos,1
1790,2
imagines,3
Fast,2
Runner,2
transports,2
engages,3
actorly,2
boundary-hopping,2
formal,2
innovations,2
Chinese,2
well-formed,3
Dong,2
continuing,2
Fundamentals,2
Most,2
consumers,2
mein,2
General,2
Tso,2
chicken,2
folks,2
prepare,2
attach,2
steaming,2
cartons,2
Hatosy,2
portrays,2
Brendan,2
subtlety,2
mention,2
brogue,2
convey,2
Uneven,1
bigger,3
ambitious,3
installment,2
Spy,2
Kids,3
12-year-old,2
grown,2
Ch芒teau,2
whimsicality,3
discipline,2
personality,3
yields,2
Alan,2
survivors,2
lift,3
playwriting,3
101,2
Fresh,3
raw,2
blown-out,2
Narc,1
walking-dead,2
cop-flick,2
subgenre,2
beats,2
Jason,2
race,2
forcefully,2
obviousness,2
stupidity,1
95,2
jolts,2
cattle,2
prod,2
Kim,2
possibility,2
danger,2
Toes,2
Whereas,2
Stone,2
conspiracy,2
JFK,2
intricate,2
star-studded,3
flashy,3
incurably,1
Triple,2
double,2
agent,2
dude,2
When,2
popular,3
Vin,2
Diesel,2
equation,2
box,2
office,2
bucks,2
Very,3
well-written,4
well-acted,3
telling,3
examines,2
forbidden,2
racial,2
valid,3
1950s,2
dazed,2
confused,1
pornography,2
lame,0
Musketeer,2
Dumas,2
entertains,3
cuisine,2
tunes,2
Chilling,3
dreary,1
twenty-first,3
Highly,2
recommended,4
horrifying,1
event,2
elements,2
contributed,2
warm,3
animation,2
enthusiasts,2
squeeze,2
Angelina,2
Jolie,2
Secretary,3
bundling,2
flowers,2
tempting,2
bouquet,2
Judith,2
Zaza,2
bedroom,2
psychologically,3
self-revealing,2
passes,2
hysterics,2
Photographed,2
melancholy,1
performed,2
uncinematic,1
spiked,2
War,1
corniest,1
hackneyed,1
contrivances,2
uh,2
shred,2
relying,2
Trinity,2
Assembly,2
irony,1
George,2
Ratliff,2
reflects,2
terrifying,2
Confessions,2
Barris,2
motivations,2
oddly,2
architect,2
melancholic,1
Simple,2
leavened,2
affirms,3
nourishing,3
companionship,3
Together,2
Kuras,2
actresses,2
Velocity,2
Gedeck,3
enormously,2
tall,2
Pryor,2
Carlin,2
Murphy,2
Less,2
front-loaded,2
shapely,2
two-hour,2
released,2
1990,2
Photographer,2
Nachtwey,2
hates,1
empathizes,2
laid-back,3
choose,2
interpret,2
optimistic,3
163,2
languorous,2
bursting,3
incident,2
scores,2
pedestrian,3
title,2
Notwithstanding,2
hour,2
SECRETARY,2
Spader,2
Gyllenhaal,2
Shainberg,2
well-crafted,3
restraint,2
uncanny,3
precisely,3
animal,3
companion,3
themed,2
Lieutenant,2
Woman,2
Pearce,2
semi-stable,2
dramatically,2
retooled,2
Machine,2
crowd-pleasing,3
goals,3
plain,2
entertain,3
guilty-pleasure,3
so-bad-it,0
disoriented,1
disarming,2
saga,2
Alice,2
Wonderland,2
stalker,2
TV,3
Brother,2
Functions,2
collaborative,2
profile,2
corporate,2
circus,2
climate,3
mergers,2
downsizing,2
confrontational,1
stance,2
Todd,2
aim,2
correctness,2
suburban,2
mess,1
Portuguese,2
borrows,2
Bad,0
Les,3
Vampires,2
art-house,2
porn,2
Skin,2
unusually,2
assured,2
photographic,2
marvel,3
sorts,2
fishy,1
unslick,2
Aniston,2
grow,2
career,3
Olivier,2
Assayas,2
appointed,2
padded,1
too-conscientious,1
jaw-droppingly,2
upends,2
clich茅,2
Japanese,2
delivering,2
satisfactory,2
carnage,2
Terry,2
geriatric,2
loyal,3
suits,2
hero,3
roughshod,2
incompetent,1
cops,2
Parts,2
lifted,2
Gilliam,2
subconscious,3
pressed,2
meat,2
grinder,2
Bu帽uel,2
casings,2
child,2
Skins,2
forgive,2
intentions,2
entree,2
confection,2
demand,2
Halloween,2
relies,2
heavily,2
grandstanding,2
